X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
DKFZP781I1119;1.251662;1.942442;1.311096;9.734991;1.324204;1.814981;1.066242;0.206873;1.057632;1.412849;1.655562;1.332486;0.189535;0.203927;0.162679;1.650508;2.184657;1.389289;2.101494;1.963992;2.142649;1.937764;2.203452;1.396584;1.573594
DKK1;0.775191;9.080009;8.615042;0.673952;0.761757;7.372656;6.631434;6.767017;7.492031;6.389125;7.227186;7.868924;0.128633;1.285246;1.062497;1.156243;1.277637;1.162523;1.310642;1.179788;1.022993;9.995255;1.069752;1.073217;9.889656
DKK2;0.118451;2.091138;0.175013;3.192528;1.035471;3.057092;9.025587;1.019211;8.992147;0.972569;9.163669;2.025593;1.399415;1.972719;1.260132;0.462166;4.820335;1.426146;0.164355;1.231884;1.361238;2.271134;1.223175;1.058902;1.072646
DKK3;1.117077;1.136634;1.172827;1.154189;9.815168;0.108823;0.861657;9.972495;1.016987;7.992548;9.702055;1.596647;1.391057;1.792962;1.342462;1.580176;1.861677;1.586107;1.826567;1.189082;1.146324;2.017963;1.332203;1.271409;0.117286
DKK4;6.615914;2.441194;1.010529;1.618246;6.809399;1.131049;1.366682;9.126273;7.785645;9.265924;8.113062;8.336488;1.479522;1.576876;1.919916;1.352531;2.817045;1.650313;0.568998;0.216074;0.126706;1.182305;9.168801;1.257315;1.418304
DKKL1;1.245634;1.152076;1.232679;1.143898;1.100867;1.044856;9.750244;1.098581;1.090183;9.952235;0.112396;1.725023;1.953641;1.813853;1.850979;2.164087;2.196967;1.673704;1.903656;1.754228;1.709737;1.615712;0.182707;0;1.505774
DLAT;1.672655;1.670207;0;7.002939;7.320665;1.092094;6.167692;1.779746;5.736165;7.913677;1.209743;1.096781;1.442878;1.725335;1.079275;6.992812;1.471805;4.542877;0.986185;1.046607;1.057333;1.306154;2.364239;9.174901;0
DLC1;3.132672;3.483712;5.094095;4.891585;0.974599;4.215707;0.218899;4.148461;4.618947;2.230409;1.765175;5.116784;5.104248;1.034408;7.831138;1.701817;1.244174;8.654026;1.063328;4.625242;3.730886;6.397038;6.421487;3.130515;2.693849
DLD;1.667714;1.479419;1.166813;0;1.205644;1.141022;5.659446;1.723554;0.543726;5.267512;8.002563;9.013217;2.587759;2.401275;1.637468;1.531672;2.280115;1.240484;1.662062;2.587922;1.996222;1.982885;4.121252;1.634808;2.827516
DLEC1;1.183865;0.112369;1.127345;0.892824;1.052344;9.879581;0.958042;0.977217;9.107428;0.811832;1.172714;1.380969;1.898093;1.692914;1.264574;1.698121;1.630891;1.319119;1.511402;1.887073;1.552034;1.635501;1.130223;1.913681;1.304155
DLEU1;4.497031;6.887605;5.546286;4.048622;5.338536;6.741442;5.460747;8.648903;0.571259;5.380032;4.725923;4.777635;1.421242;9.518099;7.371041;5.104063;1.107198;3.484034;6.770167;8.791809;8.444447;7.090882;1.205606;7.264066;1.112674
DLG1;1.121845;1.001962;1.042997;1.096407;1.194856;1.149395;8.494702;1.155014;0.923819;7.388992;0.117889;1.079992;2.146543;2.139485;0.184309;1.700827;2.032057;1.593493;1.603278;0.193169;1.675163;1.510249;1.886984;1.580909;1.512507
DLG3;1.858203;2.358566;1.700882;2.270832;1.948756;2.926855;1.516339;3.392785;1.798288;1.528566;1.338283;1.606468;5.442505;5.528547;6.624577;3.684483;5.721045;2.279494;5.532805;5.057576;6.501849;6.261613;6.639189;3.764877;3.338736
DLG4;1.162116;1.232684;1.871562;1.147844;1.636778;0.116284;0;1.050694;1.041476;1.014873;1.411048;1.896769;2.173168;4.941158;2.841429;7.005639;3.495122;4.722932;2.215844;2.139237;1.767422;0.267709;1.486596;1.525033;0.180613
DLG7;1.125566;7.507548;3.846705;0.720763;7.467609;1.043523;2.391602;7.881007;4.441024;3.736868;8.893027;8.506559;1.070486;1.217972;5.938171;2.434097;1.604749;2.154488;1.033943;9.720304;9.564211;4.484447;1.630108;5.696219;9.604073
DLGAP1;1.030125;9.716541;8.430402;8.087073;8.360034;8.909089;0.714249;8.979651;8.325308;7.058432;8.490763;8.759427;1.484351;0.171502;1.481172;1.553072;1.583553;1.319061;1.470209;1.321812;1.263482;1.354104;1.551847;0.121957;1.155256
DLK1;9.067576;9.025752;9.417758;8.309874;8.465751;8.632392;9.018543;7.735552;8.426284;6.987274;7.522271;8.772198;1.210486;0.133255;1.136327;2.142197;1.418291;1.329292;1.402944;1.287721;1.040127;1.202616;1.236852;1.125203;9.506162
DLL1;8.359528;1.329164;3.435115;0.909765;1.332492;1.281947;6.466879;1.017738;4.964934;3.120659;1.408939;1.203125;1.381318;1.528625;6.481804;9.925031;2.288512;1.984383;1.066162;4.151991;1.146882;1.772567;1.205455;0;0.487137
DLL3;9.453986;8.078047;8.668852;7.558794;7.548321;6.611504;7.131371;7.875201;8.928208;6.786433;7.100621;1.044327;1.204956;1.353726;1.160455;1.515919;0.133297;1.130677;1.024196;1.090498;1.144375;1.095885;1.041673;1.060693;9.390828
DLNB14;0;0;8.894678;6.329125;1.437669;5.118321;7.822058;8.583716;9.239962;8.913122;1.758778;1.889404;1.688927;1.670199;0;1.599433;2.002579;1.012435;1.947706;1.251028;7.630767;2.260779;8.039563;6.999709;1.487279
DLST;7.866735;6.931339;6.547604;7.250824;4.285232;5.201639;0.497083;5.578122;4.640663;4.458782;7.928241;1.056753;1.210147;1.285839;8.673273;8.705913;0;8.036833;9.840269;6.383382;7.463914;1.048977;1.184608;8.943496;0
DLX1;1.130236;1.028833;1.166526;1.005704;1.031984;1.131906;8.119398;1.075649;8.516599;8.461169;1.301216;1.425659;2.008208;1.916752;1.683701;1.816287;0.194588;0.149679;1.656008;1.576501;1.639695;1.727867;1.706877;1.407207;1.417954
DLX2;1.008579;9.555691;1.023613;8.951301;0.093449;8.973952;7.946859;9.722195;9.209451;8.394172;9.600488;9.509727;1.756597;1.837755;1.548924;1.620737;1.793783;1.362257;1.655757;1.693309;1.468062;1.485999;1.501914;1.465462;1.470443
DLX3;1.262875;1.190336;1.252042;1.068247;8.364944;1.318078;1.718042;1.251308;1.145098;9.520229;1.004496;2.455623;2.673788;2.203758;1.751364;2.226205;3.147359;1.791386;1.772949;2.098477;2.199995;1.906407;2.179219;1.528161;1.757998
DLX4;9.741694;0.101971;1.022364;7.548302;9.465351;9.720046;0.774463;9.385098;9.130781;7.716623;9.437342;1.003446;1.446415;1.738506;0.148016;1.431785;1.707869;1.642974;1.665612;1.558313;1.323615;1.486891;1.595623;1.253397;1.252944
DLX5;9.349987;8.635876;1.229473;1.237703;0.108716;1.434581;2.562769;7.196849;8.635184;6.825207;1.228414;3.988119;0.114628;1.959544;1.433468;2.169305;0.807481;3.336049;3.675211;1.222517;1.237042;1.819567;7.794612;1.369235;1.042523
DMAP1;1.021963;1.288897;9.325751;1.247489;1.668044;1.165837;1.010224;8.527263;1.661078;9.291937;1.315874;1.442075;2.263387;2.495394;1.464914;1.908193;0;1.622873;1.696758;2.086029;1.651313;2.131198;1.572257;1.641459;1.141714
DMBT1;4.916747;0;0;0.002325;9.540705;0;7.398751;4.555232;2.245995;6.443061;8.397218;0.361959;9.826848;3.945492;0;1.488747;1.177206;2.453048;1.545312;0;7.186882;1.756727;5.385963;0;2.387209
DMBX1;1.054193;0.972749;1.059111;1.023751;9.037663;1.106387;7.347807;8.975145;9.960119;7.879626;9.475488;8.407426;0.137792;1.583879;1.462772;1.532964;1.658091;1.297775;1.504352;0.147134;0.115406;1.210088;1.280242;1.456661;1.069437
DMD;8.788812;8.973893;8.739612;8.021323;8.662206;8.231728;7.786127;7.227753;0.841199;7.097657;7.497165;8.294957;1.344633;0.146267;1.228998;1.651921;1.402715;0.114033;1.389269;1.253173;1.114386;1.200391;1.065815;1.142317;1.051714
DMN;2.652682;2.014388;2.588238;1.145583;1.739182;2.403064;1.045562;2.043802;1.507408;9.847548;1.101806;4.845095;3.588584;4.350645;2.684665;0;8.979608;0;2.072168;3.785649;2.797585;1.965026;2.435385;0.371796;2.157476
DMP1;8.529781;8.344884;0.802466;7.414877;7.814607;8.336409;6.476774;7.412424;7.618976;7.215547;7.472085;0.770416;1.429834;1.226817;1.301415;1.353747;1.355058;1.191219;1.405543;1.200316;0;1.196594;1.304102;1.184232;1.012165
DMPK;1.831196;1.685501;2.010108;1.705118;1.554796;1.421863;2.280114;1.504432;1.611121;9.908435;1.329382;2.908289;2.293278;4.316598;2.498757;1.101109;0.269818;5.735478;2.660243;2.125154;2.136622;0.287045;1.981318;1.732728;1.115471
DMRT1;8.608447;8.747215;9.365014;7.404039;7.751633;8.056693;6.424854;7.870103;7.335766;6.186871;7.566828;1.395112;1.367693;1.258699;1.122191;1.386742;8.200184;1.165351;1.249107;1.054619;1.104591;0.123843;1.095634;1.179567;1.070289
DMRT2;2.753612;3.263455;9.604791;0.136937;7.689512;6.209709;7.218551;8.637951;0.824596;1.219501;2.188556;0.396894;2.753303;1.741723;4.307679;1.608096;0.354186;1.426992;1.247496;1.798062;1.494796;1.416887;3.882465;4.793181;2.366529
DMRT3;9.116989;9.983858;9.377652;0.693475;8.655707;9.961402;6.831811;8.381815;7.103101;6.884354;9.328938;9.169017;0.177011;1.782844;1.362309;1.930523;2.872429;1.354659;1.556584;1.362807;1.466113;1.359111;1.680984;1.146169;1.190075
DMRTA1;9.200085;9.738733;9.317606;7.305499;1.067107;1.067689;6.962479;9.015775;7.353661;7.578918;8.765231;9.183893;1.717517;0.178577;1.331646;1.684059;1.774288;1.339381;0.134419;1.810523;1.453787;1.351621;1.376154;1.267727;1.126902
DMRTB1;1.191476;0.137464;1.146081;0.104571;1.196868;1.073818;9.297713;1.103434;0.998237;9.685593;0.119471;1.089051;1.950908;1.999893;1.826641;1.771574;1.745193;1.447609;1.544773;1.709359;1.617986;1.461061;1.787386;1.604623;1.305214
DMTF1;1.303311;1.132589;9.332988;9.447267;1.390683;7.635565;6.359644;1.177576;6.336249;5.373896;1.102431;1.518822;2.316291;0;1.546671;1.758891;0;1.116859;1.848674;2.656659;1.773165;2.830915;1.510136;8.628427;2.444349
DMWD;2.342524;2.069841;2.855234;2.110715;0.286395;2.200367;1.668574;2.184544;2.009494;1.229307;1.785809;4.542434;3.514001;5.228102;3.395499;6.945333;5.334004;4.465331;3.592122;4.501822;4.321672;4.431726;3.345276;2.850376;1.491572
DMXL1;9.084003;1.309288;1.079764;9.506898;8.918322;9.189822;7.840228;1.031677;7.275303;7.284776;8.688248;9.801833;2.257377;2.074407;1.674408;2.199212;1.571166;1.590494;1.788723;1.920853;1.564839;1.555931;0.159551;1.479435;0.229228
DMXL2;2.373549;3.983649;2.901663;2.487607;2.796384;2.101201;1.940104;3.907816;3.158277;2.832084;0.643468;4.083786;3.060066;4.399341;2.525637;3.807287;0.405205;3.455396;0.590627;4.875857;3.863532;6.521303;3.851383;2.233503;3.288551
DNAH3;1.119354;1.016315;1.131414;9.387365;1.043979;1.035873;7.648727;7.329335;8.152016;0.735425;9.937347;1.120768;1.570031;1.743058;1.505479;1.667945;0.177886;1.205437;1.883584;1.665035;1.333448;1.441536;1.410643;1.474711;1.223691
DNAH5;1.665885;1.404568;0.132702;1.132577;1.893487;1.614484;1.134018;0.120706;1.053134;0.960135;1.058774;1.266205;0.407602;3.820853;2.693182;2.315431;0.494074;2.566138;4.005154;3.750782;2.446849;2.421079;3.647119;2.713503;2.713806
DNAH8;0.106248;1.032558;0.104142;9.167017;1.052556;9.946815;7.984853;1.040708;1.031719;8.830836;9.766605;0.108203;1.778253;1.839865;1.493594;1.736822;1.957032;1.382152;1.591342;1.529878;1.504423;1.442548;1.651086;0.140882;1.445361
DNAH9;1.080678;1.237198;0.095909;9.395094;1.015535;9.882014;0.730715;1.022106;8.018134;0.750463;0.088398;9.904032;1.848168;1.765097;1.554212;1.882703;1.985593;1.339832;1.678412;1.806191;1.526438;1.430931;1.630409;1.479308;1.040368
DNAHL1;7.973667;9.027263;8.415984;7.997968;6.635587;8.416791;6.351099;7.446513;7.387409;7.345458;6.668211;8.339645;1.444805;1.515606;1.297729;1.385995;1.516541;0.134535;1.228678;1.315278;1.294947;1.182553;1.347321;9.825538;1.103402
DNAI1;9.455463;1.003436;8.697422;8.770049;9.261404;8.839079;7.924433;8.440411;9.840075;8.209824;1.216014;8.974611;1.609224;1.661067;1.329474;1.654072;1.619384;1.323671;0.143576;1.414913;1.154637;1.127301;1.306516;1.203794;1.252462
DNAI2;2.245694;0.204254;1.564172;1.422964;2.019634;1.960687;0.107091;1.666883;1.839691;1.563002;2.045686;1.657206;3.695108;5.218911;2.831591;3.262452;3.500579;0.318652;3.712645;3.294543;2.731031;3.936707;3.109628;2.289435;2.660881
DNAJA2;4.681395;3.539033;3.438652;2.738416;4.594067;4.198343;1.510711;3.216908;2.034468;1.916653;0;3.668219;5.720319;5.771831;3.994418;4.763629;6.700272;3.244628;4.269794;0;5.680933;4.936648;6.131941;3.625998;5.890589
DNAJA3;5.460495;3.417326;5.067429;4.344322;7.531643;5.956731;0;5.692782;4.245778;4.251034;4.947913;0;8.233846;6.180466;0;2.714647;0;2.408073;5.362667;5.123664;4.411298;0;9.093875;0;0
DNAJA4;9.322703;3.095055;0;1.546797;1.613036;0;1.391512;3.945128;2.865163;1.695794;0.002267;1.529457;2.703301;3.393202;2.515244;2.156866;4.203781;2.169887;2.453223;2.766324;3.804482;5.593662;3.517529;2.150643;2.983147
DNAJA5;1.614133;1.473892;1.336759;1.278019;1.450308;0;1.046781;1.668763;1.364889;1.015453;1.489174;1.267271;2.546951;0.258864;1.654682;1.992569;2.203469;2.025236;2.325045;2.212699;2.051899;2.037006;2.181866;2.069783;1.797021
DNAJB1;8.758933;0;1.718432;1.609878;1.990628;0;1.646552;0;2.724817;1.195992;5.102277;1.781178;1.920399;2.831922;3.190877;1.028848;5.997289;2.910185;2.158521;2.603422;2.527913;9.273145;3.231238;2.205878;6.524604
DNAJB11;9.389056;7.690209;6.929489;4.278599;7.570392;0;2.592783;8.371423;6.572537;4.611078;8.547978;6.354605;0;0;5.073087;4.007973;0;4.383035;7.888551;0;7.892761;7.428066;0;5.045967;0
DNAJB12;2.016238;2.567193;2.530256;2.257404;0.220782;3.619074;0.150982;2.972081;1.898622;0.153512;2.499854;2.031655;5.128487;6.845973;0.501473;4.435991;7.363422;3.579055;7.417775;6.133565;4.974309;4.824812;5.207223;3.569967;3.106621
DNAJB13;1.213753;1.044789;0;1.013954;9.740189;1.286713;9.027428;1.201341;1.049168;8.124271;1.064318;1.022164;1.645695;1.507515;0.110131;1.777536;1.995732;1.660119;1.723738;1.672474;1.322292;1.476602;1.391228;1.285065;1.573887
DNAJB14;1.217123;1.370999;1.367698;1.178594;1.320139;1.095679;8.984352;1.307339;1.304427;9.987216;1.347981;1.390957;2.173461;2.163476;1.575372;1.853026;2.291234;1.466944;1.868305;2.010796;2.645841;2.303012;0.247698;1.594205;0.220897
DNAJB2;1.496693;1.212579;1.377715;1.349159;1.421457;1.270443;1.175034;0.127679;1.106778;1.138791;1.276081;1.452661;2.299532;2.139807;1.683795;2.239752;2.650706;1.981993;2.002728;2.007475;1.904574;0.212481;1.803457;1.797569;1.506174
DNAJB6;1.817008;1.805847;2.126923;1.982886;3.841295;3.055157;1.150034;2.029122;1.778038;1.015435;1.536389;4.051994;2.172319;0;1.924084;0;2.756421;2.412587;2.742185;3.217092;2.214705;2.950237;2.385645;1.829323;1.722773
DNAJB8;1.270266;1.226518;1.246115;1.128164;1.316709;1.180458;9.790348;1.435367;1.125143;9.485223;1.122919;1.265261;0.236333;2.613082;2.078147;2.000279;2.569664;1.791523;1.909837;2.181933;1.824347;2.114022;2.139724;1.757407;1.696818
DNAJC1;1.293789;2.125808;1.506499;1.310497;1.098289;1.468845;1.013306;1.536772;1.215883;1.073794;1.329323;0.123651;2.227996;3.142236;1.793925;2.484082;2.399378;1.901181;2.914032;2.532258;2.723488;1.719945;2.116336;1.948141;1.839105
DNAJC11;1.908743;0.201756;1.889135;0.168251;2.051059;2.544648;1.728782;3.577941;1.742848;1.817767;2.288786;2.067137;4.194657;4.295122;2.635056;2.734154;4.093539;0.207793;3.775909;3.443935;3.405032;0.306385;4.988165;2.110243;1.857664
DNAJC14;5.045614;6.406902;0.421504;4.015737;6.756973;5.106609;3.131357;5.782414;4.718827;3.678526;7.604867;6.941763;5.591555;7.160898;5.720969;4.312791;7.867526;3.243932;6.825819;5.667903;8.829993;7.937906;6.242049;4.541153;5.986611
DNAJC18;1.428839;1.331461;0.187201;1.271345;1.284103;1.922322;1.163091;1.274417;1.637086;1.094049;1.358011;2.058452;2.375238;3.930267;2.037611;3.508038;3.013576;2.639119;2.725554;2.525997;1.834464;2.642003;2.043675;2.876833;0.217869
DNAJC3;3.092637;2.580122;2.168047;1.513256;1.985973;0.195152;1.373388;2.672987;1.827013;1.925084;2.498488;1.880266;4.870906;4.888885;3.420882;2.592636;0.425936;2.672602;4.572397;0.477422;3.265807;5.033589;4.869173;2.286084;3.033662
DNAJC5;6.455184;0.440986;6.851632;3.493742;0.936593;5.918927;0.331562;5.942811;4.112059;6.339372;4.944433;4.340122;1.220033;6.511829;6.180433;4.925049;1.006003;3.835155;5.078215;7.311296;5.982913;9.126548;6.717974;3.910337;6.540501
DNAJC5B;8.819189;8.259347;8.192874;8.404305;7.834882;6.491264;6.884032;7.840878;6.910511;6.089116;9.967565;8.468259;1.080713;1.510093;1.291205;1.255383;0;1.139697;0.160178;1.170103;9.869279;1.524077;1.156657;1.045285;1.073766
DNAJC5G;9.452861;9.809033;1.012426;8.711552;8.692533;7.932559;7.553557;9.683086;8.109476;7.844991;1.668022;1.106157;1.913998;1.689522;1.691776;1.828829;1.641118;1.370926;1.636973;1.458294;0.158854;1.471404;1.612432;1.485095;1.173842
DNAJC6;8.293819;9.186597;8.716695;7.334084;7.246784;8.274417;6.420972;7.609637;8.365918;0.729369;7.901418;7.884972;1.149069;1.359084;0.118543;0.153904;1.346846;1.174523;1.339631;1.190981;1.191815;1.141327;1.217616;1.014678;1.151725
DNAJC7;9.849937;7.801057;8.005797;5.500901;7.612709;9.327878;5.320279;7.646639;4.580039;4.635457;8.028569;6.368161;2.299425;2.006879;1.869589;1.142652;2.713902;1.023298;0;9.852696;1.540035;2.102854;1.863465;1.373557;1.784639
DNAJC9;4.269571;3.713538;1.939024;1.916418;4.268285;4.163722;1.366353;3.633004;2.811634;1.919984;4.296674;2.305103;4.645064;8.052487;3.029056;1.537648;8.775225;1.478975;6.171624;4.125451;4.384091;3.757962;6.155742;2.387863;4.298756
DNAL4;2.544475;1.390737;1.092831;1.809858;2.305529;1.933246;9.933657;2.243011;1.807452;1.419541;1.875105;2.431632;1.786614;2.926654;1.494553;0;3.268003;1.105849;2.776763;2.012643;2.892248;2.337636;2.395361;1.634848;1.767427
DNALI1;1.970242;2.450278;2.458427;3.118552;2.073969;1.690965;0.156594;1.762075;1.322785;1.211491;0.795793;0.283366;0.502969;4.293033;2.392303;6.820034;0.319016;5.646616;0;7.046942;1.666929;3.478004;2.206525;2.113226;1.961129
DNASE1;0.179905;1.483676;1.622808;1.936151;8.822558;1.296708;1.860971;0.146452;1.309149;0.206577;0.142666;0.325296;3.671238;3.155025;1.319389;0.201748;3.770177;1.652853;2.215449;2.139998;2.341492;6.258047;2.336359;2.637336;1.855099
DNASE1L1;8.637615;7.542432;6.603963;5.675513;9.363577;1.654434;6.707452;0;4.566689;5.197816;6.190794;1.068399;1.365337;1.013367;6.724254;7.956187;9.431511;5.150406;1.247704;6.330726;9.540343;1.320461;1.083229;4.621279;8.263847
DNASE1L2;0.115554;1.140878;9.340494;8.889301;9.609925;1.204404;0.952841;1.459106;1.229624;1.154088;1.332462;9.885746;1.678212;1.767289;1.269945;0.173704;1.595681;1.299574;1.702776;1.405628;1.554002;1.415897;1.549716;1.273259;1.282498
DNASE1L3;8.816544;6.402636;1.527188;1.380655;1.982411;2.735338;7.751904;9.741523;1.350436;9.930391;8.187438;1.300581;9.884152;4.384727;0;4.439153;0.725129;2.021308;1.499219;1.420064;9.440994;3.073095;1.114199;0.821713;4.311829
DNASE2;2.068426;1.879604;2.179573;0;1.137299;3.506042;9.995564;1.984854;2.136341;8.991962;4.268138;2.762687;3.769482;4.458854;2.793148;3.354943;5.511282;3.209247;4.919059;3.085623;3.226713;5.663113;3.916933;0;0
DNASE2B;1.019133;9.002847;8.919187;8.688117;9.077592;9.808208;6.477118;8.602144;8.100999;9.752711;9.161936;9.305224;1.675662;1.656189;1.357505;1.471716;1.681408;1.396336;1.475766;1.316527;1.337122;1.225232;0.147907;1.072666;1.268606
DNCL2A;0.964839;4.970735;9.023002;8.207305;1.328689;1.362056;5.981463;8.358696;7.090353;6.520621;6.127747;1.050911;3.388515;1.919698;0;1.507933;3.159974;0;1.712481;0;2.086563;2.778847;2.446966;1.092892;1.264798
DND1;9.172395;9.110224;1.019686;0.761918;8.075626;8.987624;6.795959;9.387474;0.817195;8.176551;9.766142;9.203358;1.358497;1.592225;1.308671;1.606792;1.507086;1.266932;1.325712;1.401829;1.302509;1.311701;1.213129;1.177973;1.065066
DNM1;1.157346;1.217561;2.433698;1.369085;1.619985;1.845357;3.326195;1.627816;1.209972;1.079221;1.120701;2.121354;2.034437;2.702059;1.808584;3.273342;3.293581;2.263782;2.427119;1.828626;2.413039;1.821856;1.417725;1.245682;0.128782
DNM1L;3.717736;0.396063;4.350504;3.401521;0.292587;3.639775;2.184517;0.518918;2.145184;1.799829;5.341296;3.608845;0.646343;7.766591;4.885935;5.786887;7.731975;4.546625;0.755132;6.341201;6.969998;6.707126;6.300607;3.252845;5.912063
DNM2;6.063596;1.416294;1.126797;8.250013;1.326914;1.092499;9.190922;1.890608;0.784504;6.822905;8.628249;7.735657;1.539667;2.013905;1.604529;1.430667;1.808645;8.557682;2.768015;0;1.055222;1.265488;1.647461;1.145219;0.666958
DNM3;1.163406;1.386409;1.600493;1.420269;1.241928;1.424118;1.058089;1.066762;9.697295;2.158222;8.778545;2.377506;0.238955;2.248455;2.605735;2.428609;2.809325;1.791328;1.529584;1.469159;1.695236;2.174637;1.423861;1.613779;0.299897
DNMBP;1.020035;1.060409;1.063365;9.453552;1.081797;0.974239;7.569074;1.065305;8.707303;9.850954;9.866081;1.005978;1.709973;1.717363;1.610581;1.540639;1.771577;1.244967;1.815923;1.481509;1.226441;1.685816;1.456948;1.439735;1.314881
DNMT1;5.694834;4.593497;4.680448;4.328368;6.046793;4.838533;2.374711;5.794369;3.929121;3.350906;7.030105;4.982542;8.110039;0;5.974852;3.759335;0;0;6.724992;7.172597;0;8.069323;9.187742;3.478977;9.427597
DNMT2;1.253239;1.282659;1.146627;1.418159;1.271577;1.239302;8.356958;1.284862;0.107621;9.692796;1.273497;1.159656;2.030905;2.104172;1.650295;1.907851;2.201545;1.549222;1.980338;1.961238;1.919135;2.062978;1.950663;1.719062;1.822843
DNMT3A;1.387471;0.141907;1.158909;1.130442;1.053811;9.943665;9.985255;8.636088;1.121274;1.001827;1.448199;1.258683;2.013988;0.234857;1.459536;2.952709;2.008473;2.336289;1.936323;1.710331;1.497459;1.983596;1.542132;1.459604;1.397986
DNMT3B;1.266404;1.110682;1.202832;1.144201;1.128464;1.156434;9.544145;1.105794;1.084383;9.906435;1.108207;1.056608;2.066641;1.890207;1.517021;0.180599;1.674587;1.606121;1.690636;1.679596;1.609793;1.515578;1.663985;1.509418;1.297224
DNMT3L;7.287742;8.966851;8.611983;8.156058;9.753304;7.008492;6.088281;7.904224;8.223676;7.565405;8.243323;8.695641;1.202494;1.502612;1.278042;1.547472;1.489503;0.137043;1.322081;1.322948;1.109079;1.225195;1.444885;1.179934;1.007684
