CACO2	COLO201
EYA3	7.411345729	9.000438493
EYA4	3.462674798	3.839966251
EZH1	3.30350504	3.808338643
EZH2	9.163083981	9.677555754
F10	6.157819441	5.027835756
F11R	11.07503377	11.16720087
F12	9.021014566	9.40764433
F13A1	4.610556132	4.628483291
F2	7.079035725	5.412159334
F2R	6.117585967	3.158609102
F2RL1	10.5514451	9.144636424
F3	7.809582212	8.088905876
F5	4.602700109	5.756939161
F7	7.450578744	4.984961571
F8	4.261276134	5.171938072
FA2H	8.790460899	7.554739809
FAAH	6.3441988	7.471590463
FABP1	7.30720957	5.607521573
FABP2	4.409995575	4.508336339
FABP3	7.633576644	4.914019336
FABP5	8.214418942	11.31553463
FABP6	4.882701279	8.311958723
FABP7	3.325935338	3.397547527
FADD	9.055723862	8.731565981
FADS1	9.390608582	4.449643551
FADS3	7.811216546	5.553481809
FAF1	4.710294129	5.235716807
FAH	6.822208663	8.052225262
FAHD1	8.015575649	8.825014392
FAHD2A	8.17141443	7.732712678
FAIM	9.236404925	8.772870825
FAIM2	4.68934943	4.80816365
FAM103A1	9.281790008	9.796596437
FAM104A	8.175735322	9.13693212
FAM105A	6.094130162	4.763623442
FAM106A	3.801718175	3.855908275
FAM107B	10.15968024	7.32910245
FAM109A	7.19243611	7.30297161
FAM111A	9.754828086	10.0169932
FAM111B	6.62022304	6.641673374
FAM19A2	4.090373301	4.211573951
FAM20B	7.55464036	8.392818711
FAM32A	9.42124918	9.557146991
FAM35A	10.63922602	9.902651138
FAM3A	6.775291322	7.543862902
FAM3B	8.24946732	10.23419477
FAM3C	3.929134411	4.294614777
FAM3D	6.201060415	6.420893267
FAM46B	7.327572342	5.037408737
FAM46C	6.7769058	6.680845347
FAM49A	4.506328577	4.517245421
FAM49B	9.285794683	9.227316224
FAM50A	9.345630976	9.824808079
FAM50B	5.052004595	5.455586435
FAM53B	6.762182424	8.301484598
FAM53C	9.020945356	8.662231368
FAM57A	7.580194634	7.602518853
FAM57B	5.550600328	5.981474622
FAM58A	8.196870177	8.374028769
FAM60A	11.01761919	9.314773856
FAM63A	8.098012123	8.28904413
FAM65A	9.488023221	7.80439638
FAM69B	7.532865851	5.699426458
FAM73A	6.367209185	4.406509247
FAM73B	7.250834392	8.054148052
FAM76A	4.760918194	5.467209268
FAM78A	5.121084618	5.128853778
FAM83A	4.071420114	3.872312331
FAM83F	6.867572684	7.870595441
FAM84A	3.863624662	4.517481316
FAM84B	9.202492893	9.85495873
FAM89A	8.593052308	8.986620403
FAM89B	7.90429784	8.052355179
FAM8A1	8.874044849	8.012885609
FAM91A1	8.867145888	9.432082023
FAM96A	10.43961263	10.99061045
FAM98A	3.839720337	4.180765659
FAM98B	9.450723094	9.360630059
FANCA	5.645474631	5.157562045
FANCB	4.021455314	3.923586017
FANCC	7.238335243	7.36614064
FANCD2	6.19143644	6.090112698
FANCE	6.990097741	6.974124143
FANCF	7.379621912	8.520431277
FANCG	8.547120137	8.357154625
FANCL	9.458063512	10.27477903
FAP	4.235575658	4.292492674
FARP1	6.763958419	9.217317446
FARP2	5.309163488	6.828634093
FARS2	7.750937596	7.284883974
FAS	4.076508775	5.194469033
FASLG	4.517838374	5.55416624
FASN	8.200570421	7.896147635
FASTK	9.154784743	9.099647829
FAT2	4.976072133	4.888366406
FAU	12.72511771	12.59653573
FBL	11.16513671	11.29475358
FBLIM1	7.074257126	8.844668024
FBLN1	9.214252583	5.783489004
FBLN2	6.504711509	5.582422837
FBN1	4.755006164	5.739545399
FBN2	4.290370657	3.684680813
FBN3	6.06186665	5.470060444
FBP1	5.272964303	7.321498231
FBP2	5.03345666	4.829873243
FBXL12	8.560719989	8.157912129
FBXL13	3.446812887	3.765859736
FBXL14	8.94424924	8.370253034
FBXL16	7.234358037	7.917778655
FBXL19	6.742325607	7.178858921
FBXL2	6.109745454	4.893904842
FBXL22	4.143014459	4.339385508
FBXL3	8.908708788	9.681021635
FBXL4	4.77974914	5.092428539
FBXL5	5.864395614	6.598504968
FBXL6	6.426067919	7.970184577
FBXL8	4.190123741	4.478425149
FBXO11	5.757311452	5.87660104
FBXO15	4.00949446	5.036092402
FBXO16	5.047648732	5.86016745
FBXO18	8.189710756	7.835068476
FBXO2	8.399898863	6.213347274
FBXO21	8.887017083	9.098875259
FBXO22	5.321331973	5.703655976
FBXO24	4.474524715	4.921634668
FBXO25	7.132089875	8.708190332
FBXO27	5.061122829	5.052629743
FBXO28	8.38209038	8.206757452
FBXO3	8.765889588	7.954186018
FBXO30	8.3610979	7.619697355
FBXO32	4.212157035	4.999908823
FBXO33	7.206255321	8.050368843
FBXO36	4.390608831	4.753128567
FBXO38	8.563285101	8.571704765
FBXO4	6.484402342	7.840353485
FBXO44	5.817071128	5.822941141
FBXO5	8.61971053	7.857920983
FBXO6	7.736916657	5.663851327
FBXO7	9.190786859	8.4609496
FBXO8	7.271615386	7.148558296
FBXW10	4.091378677	4.199979549
FBXW5	7.449143542	7.945251838
FBXW7	6.807379068	6.304243585
FBXW8	4.304214342	4.369524221
FBXW9	6.685468825	7.192727742
FCER1G	5.583912811	4.685970632
FCGBP	4.882561233	4.595859762
FCGR2A	3.858200885	3.837873535
FCGRT	7.814447415	8.858877223
FCHSD2	7.126777203	6.624535147
FDFT1	10.46890879	9.891222634
FDPS	10.29427894	10.03085888
FDX1	8.868545633	7.751547585
FDXR	7.257671523	7.475831776
FECH	6.382824051	6.287223986
FEM1A	5.261639558	5.275726379
FEM1B	6.683675334	6.871670823
FEM1C	7.289069681	8.427199677
FEN1	9.513751436	9.125607319
FER	7.595835802	5.756289686
FES	5.14083999	5.272461878
FEV	5.444967057	5.384017502
FEZ1	3.702774605	3.879068758
FEZ2	9.989393943	8.602799256
FFAR2	4.263999875	4.313138516
FGA	5.14836285	4.635448878
FGB	4.579753898	3.567221765
FGD1	5.326914698	6.43850691
FGD2	7.800235592	8.041293192
FGD4	8.132039609	6.759110437
FGF1	4.049664807	4.158117189
FGF11	5.87418928	6.285087149
FGF12	4.049562195	4.102251691
FGF13	6.517622655	4.127000482
FGF17	4.882625316	4.96491327
FGF18	7.153423549	4.82047687
FGF19	4.265429716	10.56591827
FGF2	3.301937948	3.369678211
FGF20	3.67578551	3.700211782
FGF21	5.345100839	5.158725666
FGF22	4.641591533	4.326021803
FGF23	4.440879856	4.577157901
FGF3	4.647955853	6.403543028
FGF7	3.570811899	3.699978124
FGF8	4.29752838	4.77324076
FGF9	5.015379726	8.401215654
FGFBP1	5.960096107	5.328872174
FGFR1	7.742290944	4.701640274
FGFR1OP	7.785468846	7.40719087
FGFR2	9.827663074	5.710218253
FGFR3	9.888945612	8.077624534
FGFR4	9.407096326	8.901315495
FGFRL1	6.02146681	6.705511915
FGG	5.93630622	4.001821117
FGL2	3.612087828	4.078436584
FGR	4.83256704	4.686229289
FH	7.795981678	7.020310349
FHIT	4.865385235	5.520854308
FHL1	4.769764991	4.411619848
FHL2	10.51398461	10.53748801
FHL3	6.096505331	6.518912836
FHOD1	7.683000235	6.694855041
FHOD3	3.786226786	3.805954431
FIBCD1	4.234665979	6.788423594
FIBP	8.930527316	9.77738492
FIGNL1	7.639642208	5.918914008
FILIP1	4.361994771	4.261886201
FIP1L1	5.545036677	5.058670753
FKBP10	7.24238648	5.336018376
FKBP11	8.615418361	8.774232062
FKBP14	7.072755677	5.753848202
FKBP1A	8.022676203	7.806756634
FKBP1B	6.265899127	7.974323106
FKBP2	9.826545639	9.770980375
FKBP3	10.27803026	10.93282093
FKBP4	8.67525506	7.253990509
FKBP5	9.361257736	9.061754405
FKBP7	3.853052951	4.875607444
FKBP8	6.484101104	6.772654456
FKBP9	9.056348547	9.409546721
FKBPL	6.756767979	7.140059226
FKRP	5.641686834	4.720641178
FLAD1	7.763537634	7.865206001
FLCN	7.079215012	6.482659608
FLII	8.900478517	8.37159609
FLJ33534	5.192471161	5.168802377
FLNA	8.771239717	7.589184006
FLNB	9.312951379	8.603484733
FLNC	8.5000181	6.218610677
FLOT1	6.53739396	5.777661644
FLOT2	5.518763995	4.865899195
FLRT1	4.726172126	4.9838583
FLRT3	10.43018537	3.994466769
FLT1	6.45499462	6.880251973
FLT3	4.53367083	4.385491808
FLT3LG	4.002646728	4.425919389
FLT4	4.12715262	4.222040277
FMNL1	5.578548752	5.562869274
FMO4	5.449656093	5.48224031
FMO5	4.358572363	5.762774441
FMOD	7.509892923	7.627486688
FMR1	9.163226479	8.157311928
FN1	11.79968609	9.284300712
FN3K	4.003214684	4.119404246
FN3KRP	8.780090462	8.80706721
FNBP1	7.210476683	6.32435552
FNDC3A	8.869544426	9.318018931
FNDC3B	6.140513246	5.188012853
FNDC4	6.418564833	6.237771907
FNDC5	5.186763107	4.818164181
FNDC7	4.817903532	4.868299433
FNDC8	5.072597542	5.174830984
FNTA	9.309585059	8.254595171
FNTB	4.249274368	4.79866575
FOLR1	10.19086463	5.650699096
FOLR3	4.852115681	5.225638072
FOS	5.595995026	6.633942126
FOSB	5.609780083	5.450460274
FOSL1	6.588514607	8.643102059
FOSL2	8.502571869	7.496065688
FOXA1	7.272361176	4.414053092
FOXA2	9.01395748	9.429516374
FOXA3	6.775961731	5.136405839
FOXC1	9.000729051	8.724193247
FOXD1	4.74583685	6.001461711
FOXD2	4.614346755	4.28582101
FOXD3	3.399873615	3.14684866
FOXE3	4.123873617	4.380518111
FOXF1	4.401161372	3.996033532
FOXH1	5.418378316	5.394811935
FOXJ1	5.926595453	5.833163623
FOXJ2	8.402118507	7.351116813
FOXJ3	4.66673477	4.384366517
FOXK2	8.391529321	8.241970921
FOXL1	5.609541671	5.977447227
FOXL2	4.066857678	3.620695534
FOXM1	9.474997642	8.278988207
FOXN1	4.318939648	4.546714737
FOXN4	5.215360841	4.338243329
FOXP1	10.34577248	10.57093293
FOXP2	3.932885628	5.395311872
FOXP3	5.518058135	5.478194291
FOXP4	7.391153485	8.673041962
FOXQ1	11.540418	10.5254583
FOXRED1	8.677727438	8.138686237
FPGS	7.089482003	7.636964509
FPR1	5.143052955	5.349864507
FRAT1	5.114469194	6.397255634
FRAT2	7.145891466	7.93143587
FRG1	8.479150907	9.331037584
FRK	4.407002521	5.937018281
FRMD1	5.221255284	5.420801387
FRMD4A	7.01049235	5.745804376
FRMD5	7.913581001	7.782373507
FRMD6	8.378855985	3.712291711
FRMPD1	4.65622796	4.661010558
FRS3	5.795029728	6.49878217
FRY	7.396999113	4.111284606
FRZB	3.656192003	3.582808942
FSCN1	8.058586361	8.075817415
FSD1	6.316199651	5.801272283
FSIP1	3.427361424	3.226100914
FST	3.226796757	3.322130354
FSTL1	4.601382027	4.980744004
FSTL3	7.403635896	6.301928296
FSTL5	3.246203889	3.333309239
FTH1	9.131330321	9.853315545
FTSJ1	8.550859179	9.349184767
FTSJ2	9.531021929	9.55787517
FTSJ3	9.155064866	9.362521435
FUBP1	7.794864681	7.772606605
FUCA1	8.687101689	8.940231325
FUCA2	9.35569808	8.335579658
FUK	7.74075132	7.890701851
FUNDC1	9.225386269	9.271956911
FUNDC2	9.045450387	10.11387323
FURIN	6.815545314	6.943271414
FUS	6.248399602	6.436065693
FUT1	7.281412313	6.764859651
FUT11	5.11273674	5.173685522
FUT2	6.628021577	6.487915572
FUT3	5.340362952	8.662307697
FUT4	9.120369047	9.523116238
FUT5	5.950659579	6.051404369
FUT6	6.609224552	7.58959939
FUT7	5.953271804	6.096638254
FUT8	6.244308481	7.729608541
FXN	6.420796601	7.771810357
FXR1	8.828981308	7.705495811
FXR2	7.239423287	7.645189306
FXYD1	5.224775424	5.68669636
FXYD3	8.458882287	9.728702815
FXYD4	4.41028447	4.643056912
FXYD5	7.411651641	9.22218615
FXYD6	5.477833789	5.616597592
FXYD7	4.384552138	4.313663742
FYB	3.426934616	3.551090324
FYCO1	7.129364229	6.166722167
FYN	5.016775725	9.717217588
FYTTD1	7.055865269	6.296859743
FZD1	5.135331034	6.183086752
FZD10	3.348330259	8.361157509
FZD2	8.662478631	5.718472562
FZD3	4.980693466	4.689284601
FZD4	8.271067959	5.812924041
FZD5	10.21157378	9.424340199
FZD6	8.560468913	7.501838008
FZD7	9.166395211	8.553514384
FZD8	5.696429002	5.991825822
FZD9	5.09707857	4.672960652
FZR1	5.885137237	5.95159309
G0S2	8.031628795	5.501127426
G3BP2	6.456151681	6.450286512
G6PC3	8.986722818	9.264059205
G6PD	7.471972507	8.072080792
GAA	7.367479142	6.573073407
GAB1	7.501522949	3.97094226
GAB2	8.579284004	6.468214777
GAB3	4.406698349	4.505510834
GABARAP	9.744186439	11.47290638
GABARAPL1	7.75050436	5.182362681
GABARAPL2	10.00405647	10.15374412
GABBR1	4.995521794	5.054802569
GABBR2	3.349120087	3.425163557
GABPA	5.881593782	6.084354412
GABRA2	3.556840895	3.50734168
GABRA3	3.675960064	4.130288698
GABRB2	3.036547421	3.233228277
GABRB3	4.088812963	6.121082666
GABRD	4.87826117	4.83683312
GABRE	6.450150529	6.761454974
GABRP	3.59762693	3.420695004
GABRQ	4.631702585	4.622048286
GABRR1	3.281716085	3.347704785
GABRR2	5.483524139	5.240693754
GAD1	7.150121512	7.47226287
GADD45A	9.869458602	8.890128541
GADD45B	8.086502501	7.423075833
GADD45G	6.468825619	6.288983226
GADD45GIP1	8.810502375	9.263094087
GAK	9.68404876	10.67880443
GAL	9.619752115	4.491257366
GAL3ST1	6.258556004	5.898505624
GAL3ST4	5.94151765	6.159664761
GALC	7.484500161	5.775874157
GALE	8.234127055	8.985981568
GALK1	6.287548336	5.731426684
GALM	8.459616856	7.417466062
GALNS	8.302726377	7.960400862
GALNT1	8.95049973	8.37843253
GALNT10	7.448453656	8.260657459
GALNT11	8.331654955	8.250279688
GALNT12	5.733786388	8.263280878
GALNT14	5.184610075	4.951216501
GALNT2	7.278526956	6.320730049
GALNT3	9.894162458	10.33860908
GALNT4	6.929730548	6.951171173
GALNT5	4.727360826	7.251966185
GALNT6	9.028154154	8.291141613
GALNT7	7.817171639	7.852087654
GALNT8	4.991958087	4.705195873
GALR2	4.502600561	4.503827491
GALR3	6.511703716	6.413709492
GALT	7.884418165	7.940415046
GAMT	7.435270706	5.394104313
GAN	5.601233598	5.422365021
GANAB	10.02402825	9.470815754
GANC	5.522614638	7.226687097
GAPDH	13.14650657	12.92622419
GAPDHS	4.210624656	4.191591295
GARNL3	5.345461456	4.709549808
GARS	12.02002319	11.37032546
GART	4.930186154	7.214343085
GAS1	3.529430175	3.490088497
GAS2	3.576402829	7.354537179
GAS2L1	8.499619437	7.784695133
GAS2L2	5.804087779	5.96722539
GAS2L3	8.285717163	7.885736136
GAS6	6.996337083	7.859609922
GAS7	4.125913214	4.665578256
GAS8	7.681121702	7.616789853
GAST	5.422372413	5.481128758
GATA2	7.056318125	5.958726697
GATA3	7.694636498	7.978735608
GATA4	3.912320203	3.896310141
GATA6	10.90482624	8.849021959
GATAD1	7.33647051	6.718754688
GATAD2A	7.784752655	7.688781079
GATAD2B	6.541037251	6.685924024
GATM	4.149928211	4.367987306
GBA2	7.944878922	7.901036684
GBAS	8.929124745	9.832423178
GBE1	8.164751433	8.40095482
GBF1	7.365290938	6.975015598
GBGT1	4.870875592	5.153423619
GBP1	5.268069007	4.386860903
GBP2	4.264258308	5.242126359
GBP3	3.502703455	7.620076752
GBP4	4.043194903	4.341676438
GBP5	5.093144219	4.808387441
GBX2	4.895350671	4.471621664
GCA	9.141759498	8.319124364
GCAT	7.431457709	6.116080006
GCC1	7.792927755	7.931851409
GCC2	8.320209038	8.238527927
GCDH	6.906699906	6.875669162
GCH1	8.797356115	8.629865202
GCHFR	8.750300354	9.53773599
GCKR	5.143757683	5.397728502
GCLC	9.111644222	10.24925997
GCLM	6.437257143	6.087589245
GCM1	4.839509626	3.808032002
GCN1L1	8.47494784	8.202931736
GCNT1	5.737435596	7.30932536
GCNT2	8.721217171	6.125249788
GCNT3	6.567042275	8.191430787
GCNT4	3.86851135	3.630850683
GDA	6.92934161	8.100227758
GDAP1L1	5.048168778	5.039228681
GDF9	4.906939496	4.905890234
GDI1	8.226161312	8.406992633
GDI2	10.30218331	9.133105425
GDPD2	6.259973887	6.143214842
GDPD3	5.823590806	6.263511029
GDPD5	7.388832619	7.592018406
GEM	6.423297544	4.920703612
GEMIN5	8.755048294	8.05233993
GEMIN6	8.576528502	8.812073723
GEMIN7	8.340633973	8.321889183
GFAP	4.699109275	4.549358949
GFER	7.338038705	7.660651441
GFI1	4.965492785	5.388311082
GFI1B	5.035516051	5.080204409
GFM2	6.415306571	4.843500397
GFOD1	6.202656446	7.059039879
GFPT1	10.33264498	10.20735049
GFPT2	5.00946568	5.064554485
GFRA3	5.881317227	4.707852676
GGA1	5.761819012	5.09561834
GGA2	6.997793742	6.475186136
GGA3	7.899765564	7.759862276
GGCX	7.816870325	6.307291065
GGH	10.84545688	10.57001138
GGN	4.206402112	4.138687788
GGPS1	7.025009458	7.344468947
GGT1	6.214235993	6.511473212
GGT6	5.024857462	5.19479747
GHR	3.227226366	3.273397357
GIMAP2	3.363146957	7.93483808
GIPC1	7.843248457	8.182360553
GIPC2	6.974905345	7.404592274
GIPR	4.70975043	4.754495652
GIT1	7.09677786	7.240036703
GIT2	6.359917525	5.874193518
GJA1	8.8043999	3.598063142
GJA3	3.470179081	3.46036274
GJA5	3.770645295	4.067602724
GJB1	7.142505286	8.03803953
GJB2	4.334482288	10.7273259
GJB3	5.302103863	7.785644107
GJB4	5.749868949	5.462500963
GJB5	4.451653511	4.317419946
GJB6	3.412816871	3.592152319
GK	4.664334069	5.408481523
GLA	9.353376411	9.280898663
GLB1	10.44342835	8.63610559
GLB1L	5.335837222	5.686630905
GLDC	10.5398798	5.048870923
GLDN	4.418231791	4.839561707
GLG1	9.596274119	9.077464872
GLI1	5.343523475	5.465893973
GLI2	4.081949195	3.796147617
GLI3	4.593198945	4.651554825
GLI4	5.257506112	5.108181571
GLIPR1	5.092945273	4.522130969
GLIS1	5.245948171	5.057708678
GLIS2	7.577235433	4.508598528
GLIS3	5.799047592	3.438319713
GLMN	7.635376816	7.309139117
GLO1	11.42205717	12.28330774
GLRA2	4.472463632	4.335539774
GLRX	8.466928602	9.038465068
GLRX2	9.419619036	10.29731293
GLRX5	10.62073379	10.73077112
GLS	5.518420032	5.292576471
GLS2	6.252052168	4.601042172
GLT8D1	5.36909341	5.623454296
GLT8D2	3.328177761	3.280450132
GLTP	6.611378139	6.73327549
GLTSCR1	7.498729098	7.070417486
GLTSCR2	10.21543306	9.436860229
GLUD1	10.35056774	8.162361483
GLUD2	9.308328229	6.637685441
GLUL	11.24553541	8.953769946
GLYCTK	7.414482431	6.745863968
GM2A	8.349908183	7.586370563
GMCL1	7.54895113	7.555886234
GMDS	8.022194921	9.716064507
GMEB1	6.139892042	7.768940661
GMEB2	8.336865941	8.597702673
GMFB	8.535004886	8.116124078
GMFG	5.528333855	8.950951023
GMIP	6.281163015	7.702148372
GMNN	10.43711589	10.73144024
GMPPA	7.823074244	7.974079936
GMPPB	6.942359011	7.968473246
GMPR	5.459633245	7.253202768
GMPS	6.063934868	6.399798623
GNA11	8.737813313	8.001274449
GNA12	8.565585457	7.875010425
GNA13	7.357672604	7.687463555
GNA14	3.635099488	3.749558668
GNA15	4.685089963	7.499393002
GNAI1	4.642460749	3.450742854
GNAI2	6.876327404	7.480549596
GNAI3	7.973620926	7.551340053
GNAL	7.417425929	5.214655787
GNAO1	7.615233337	7.403940302
GNAQ	7.320980646	7.601314846
GNAS	6.879410717	9.523133013
GNAT1	4.690685449	4.549089614
GNAT2	3.569005333	3.882654028
GNAZ	5.821056285	5.882834926
GNB1	9.346645895	9.573603609
GNB1L	6.78084904	6.752644113
GNB2	9.50795314	9.506072466
GNB2L1	7.8614109	7.043853414
GNB3	6.333149379	6.24474243
GNB4	4.919492161	3.693761051
GNB5	6.49154334	6.495047276
GNE	8.023288809	9.456589436
GNG11	3.569230108	3.83820981
GNG12	5.763776259	6.265741741
GNG13	3.981683359	4.570444766
GNG3	4.944071903	5.082287224
GNG4	3.611834548	3.666152551
GNG5	10.67781058	10.98584267
GNG7	5.206999863	5.108849305
GNL1	6.136536084	6.717902644
GNL2	8.610317079	8.744636639
GNL3	9.885893503	9.438473519
GNL3L	6.890210877	7.093100343
GNLY	4.759569175	4.858519869
GNMT	4.354601219	4.498125862
GNPDA1	9.071436577	8.862996817
GNPDA2	6.540881878	6.613146207
GNPNAT1	9.068416116	9.623650428
GNPTAB	9.097603858	8.369991867
GNPTG	7.625755525	8.265034105
GNRH1	3.53244203	3.739648448
GNRH2	5.870988007	5.590828201
GNS	8.074477599	7.377603154
GOLGA1	6.52261637	6.743516689
GOLGA2	8.694587125	8.71451075
GOLGA3	7.118096916	6.76964671
GOLGA4	6.031664527	5.638981108
GOLGA5	8.428925819	8.936989918
GOLGA8A	8.890758733	7.020628268
GOLGB1	7.885450993	8.272770137
GOLPH3	10.88857647	11.04069742
GOLPH3L	7.467530557	8.70503708
GOLT1A	7.298919999	7.886125301
GOPC	4.971328783	4.280939965
GORASP1	5.594693107	5.832509445
GORASP2	10.27295291	10.75645279
GOSR1	9.408863317	9.788778181
GOSR2	3.791916776	4.555796695
GOT1	9.528770132	9.08834586
GOT2	10.53115569	10.66244239
GP1BA	4.716033727	4.868421153
GP5	3.697323482	3.77143779
GPA33	5.824491869	7.329568198
GPAA1	8.795946041	8.522598042
GPAM	7.766817425	7.317837186
GPBP1L1	4.865916294	5.148912835
GPC1	9.027110935	7.011669846
GPC2	5.058734166	5.236646357
GPC3	8.608291823	5.289501974
GPC4	4.726917871	8.650395968
GPC5	3.531275229	3.313022304
GPD1	5.571348796	5.716264619
GPD1L	8.301527049	7.8327632
GPD2	6.693128564	5.628967812
GPHN	6.844632079	7.823635802
GPI	9.9097368	9.736431878
GPKOW	8.160568851	8.283703277
GPLD1	4.013865525	3.425233523
GPM6B	3.697166359	4.507261812
GPNMB	4.711894638	3.600206529
GPR1	4.870281966	4.916850387
GPR107	5.753556987	5.456780512
GPR132	4.78117862	4.606213395
GPR135	3.843961669	3.949564485
GPR137	7.149109086	7.057642675
GPR137B	7.005238092	6.595179562
GPR143	5.403772847	4.299317701
GPR146	4.080140542	4.119931476
GPR153	6.913003164	7.424206895
GPR155	3.450341569	5.975465727
GPR156	4.289895702	4.219269892
GPR157	7.342554502	9.178525148
GPR160	9.154185942	7.215191119
GPR161	7.168550476	3.783634585
GPR162	5.322177792	5.690224576
GPR17	3.826443821	3.630427945
GPR173	3.918276385	3.91823985
GPR176	7.245858846	6.075981726
GPR19	6.300808717	6.271533317
GPR3	4.43106756	4.486560889
GPR35	7.472235029	7.535413775
GPR37	6.202073965	3.414608578
GPR39	8.791361466	8.608572002
GPR4	5.891073804	5.610884508
GPR55	3.990036742	5.429747244
GPR62	5.484131798	5.302632109
GPR63	3.85939098	4.118845459
GPR65	3.410734818	3.529173096
GPR68	5.411397355	5.723915386
GPR75	4.468240923	4.251002663
GPR78	4.863757125	5.067127905
GPR83	4.061089304	4.101205473
GPR87	5.062659189	3.494309663
GPR89A	9.266171863	9.006305783
GPRASP1	4.521852223	4.364393567
GPRASP2	6.419872968	7.0489215
GPRC5A	10.93345823	9.535713623
GPRC5B	8.672252128	5.066552041
GPRC5C	8.790115655	8.331909902
GPRC5D	5.516640749	5.4595923
GPS1	8.542591222	8.260670141
GPS2	7.927217288	9.029726462
GPSM1	7.983060218	6.736402771
GPSM2	6.35088599	6.690312606
GPSM3	6.520283016	6.918032493
GPT	6.777731728	6.594933079
GPT2	8.053393584	8.268994674
GPX1	10.52307702	11.34627893
GPX2	8.985137986	12.66159314
GPX3	8.893615974	5.996288194
GPX4	10.96495432	10.7579189
